EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance
1,3,4,2
2,3,2,4
3,2,2,1
4,4,4,3
5,4,1,3
6,3,2,2
7,1,3,1
8,1,2,3
9,2,4,3
10,2,1,3
11,3,4,3
12,NA,4,3
13,4,1,3
14,1,2,2
15,4,4,2
16,3,4,4
17,4,3,4
18,1,4,3
19,2,2,2
20,1,1,3
21,3,2,1
22,1,2,2
23,3,3,2
24,2,3,3
25,2,4,2
26,2,4,3
27,1,1,3
28,4,4,3
29,4,3,1
30,4,4,3
31,1,2,3
32,4,4,3
33,3,1,3
34,3,2,3
35,4,2,2
36,4,4,3
37,2,4,2
38,3,2,4
39,3,3,3
40,3,2,2
41,3,NA,3
42,4,2,3
43,4,2,3
44,4,3,3
45,2,1,3
46,2,4,2
47,3,4,2
48,2,2,3
49,4,3,2
50,1,2,3
51,4,3,3
52,3,4,3
53,1,1,3
54,1,1,3
55,3,4,1
56,4,2,3
57,3,1,3
58,3,4,3
59,3,3,3
60,3,2,2
61,3,2,2
62,3,2,3
63,4,3,3
64,4,4,3
65,1,4,2
66,1,4,2
67,4,4,3
68,3,3,3
69,3,4,3
70,4,3,2
71,2,4,2
72,4,3,3
73,3,3,4
74,3,2,3
75,4,3,2
76,3,1,2
77,4,4,3
78,2,4,2
79,2,1,2
80,2,4,3
81,4,3,3
82,2,2,3
83,4,4,2
84,3,4,3
85,3,4,NA
86,4,2,3
87,3,2,3
88,3,4,2
89,4,2,3
90,2,3,3
91,1,4,3
92,4,3,2
93,3,3,3
94,3,2,3
95,1,3,1
96,3,1,3
97,4,3,4
98,3,3,3
99,1,4,3
100,1,2,3
101,4,4,3
102,1,4,3
103,4,3,3
104,4,3,3
105,1,4,2
106,4,3,3
107,3,1,3
108,3,3,4
109,1,2,3
110,4,4,3
111,3,3,3
112,NA,2,3
113,3,2,3
114,4,4,3
115,3,2,3
116,4,2,3
117,2,4,3
118,2,3,3
119,3,4,2
120,4,3,3
121,1,4,2
122,3,4,3
123,4,3,4
124,3,2,3
125,3,NA,3
126,1,2,3
127,2,3,3
128,3,4,3
129,4,1,2
130,4,2,3
131,2,1,3
132,3,2,2
133,1,2,3
134,2,3,3
135,1,1,2
136,3,3,3
137,2,1,1
138,4,4,3
139,3,3,3
140,2,4,3
141,2,3,3
142,4,1,3
143,2,3,3
144,3,1,2
145,2,3,3
146,2,1,3
147,3,1,3
148,1,1,3
149,4,3,3
150,1,4,2
151,4,4,1
152,1,3,3
153,3,4,3
154,1,1,1
155,3,3,2
156,4,4,4
157,1,2,3
158,4,3,2
159,4,4,3
160,3,3,3
161,1,4,1
162,3,4,1
163,2,3,3
164,3,2,4
165,1,4,4
166,3,1,3
167,1,4,2
168,2,3,3
169,3,4,2
170,3,1,4
171,1,4,3
172,1,3,1
173,4,3,3
174,3,3,3
175,4,3,3
176,3,4,3
177,3,2,4
178,2,3,4
179,1,4,3
180,4,2,3
181,4,3,3
182,1,3,3
183,2,1,3
184,2,3,3
185,2,4,2
186,3,3,3
187,2,4,3
188,1,2,3
189,4,4,3
190,2,3,3
191,2,3,3
192,3,3,3
193,2,4,4
194,4,1,2
195,4,2,4
196,NA,3,2
197,4,4,4
198,1,3,3
199,3,4,2
200,2,2,3
201,3,1,3
202,1,3,3
203,1,3,3
204,1,3,3
205,4,4,3
206,3,4,1
207,2,4,4
208,1,3,2
209,2,1,3
210,1,2,3
211,4,1,3
212,4,3,3
213,4,4,3
214,3,3,3
215,2,2,2
216,4,3,3
217,2,4,3
218,1,2,4
219,4,2,3
220,1,2,3
221,2,3,3
222,1,3,3
223,2,1,4
224,2,4,3
225,2,1,1
226,1,4,3
227,1,4,4
228,1,3,2
229,4,3,2
230,4,2,4
231,3,4,3
232,2,4,2
233,3,1,2
234,4,3,3
235,4,1,1
236,1,3,4
237,3,3,3
238,3,1,3
239,3,3,3
240,4,4,4
241,1,3,3
242,3,3,3
243,1,4,2
244,3,3,3
245,4,1,4
246,2,4,2
247,1,1,3
248,3,4,3
249,3,3,3
250,2,3,2
251,2,4,3
252,3,4,1
253,3,2,4
254,2,2,3
255,1,4,3
256,4,3,3
257,1,1,3
258,3,3,3
259,1,1,4
260,4,2,3
261,4,4,3
262,2,4,3
263,2,2,3
264,4,4,3
265,4,4,3
266,4,3,3
267,4,2,4
268,1,3,3
269,4,3,3
270,4,4,2
271,2,3,3
272,2,4,2
273,3,1,3
274,3,4,NA
275,4,1,3
276,4,1,3
277,3,3,3
278,2,4,2
279,1,1,3
280,4,1,2
281,4,3,3
282,4,2,3
283,1,2,3
284,1,1,3
285,3,3,4
286,1,3,3
287,4,3,2
288,3,4,2
289,3,3,3
290,3,3,3
291,4,4,3
292,2,3,3
293,2,1,4
294,3,2,1
295,3,4,2
296,4,4,2
297,4,1,1
298,4,2,3
299,4,4,3
300,4,1,4
301,NA,4,3
302,4,3,1
303,2,1,3
304,3,1,4
305,4,4,2
306,3,4,2
307,2,3,3
308,1,3,3
309,2,3,3
310,4,4,3
311,4,1,3
312,1,1,3
313,4,4,3
314,1,NA,3
315,2,3,2
316,4,1,2
317,2,4,3
318,4,1,3
319,3,4,3
320,4,1,2
321,1,1,3
322,3,1,3
323,1,4,2
324,4,3,3
325,3,2,3
326,3,1,3
327,2,4,2
328,3,1,3
329,3,2,3
330,4,3,3
331,3,3,3
332,2,1,3
333,3,3,4
334,1,1,3
335,3,4,2
336,3,2,3
337,3,3,3
338,4,2,3
339,4,3,3
340,4,4,3
341,3,3,2
342,3,2,3
343,3,3,3
344,1,3,3
345,3,4,2
346,2,3,3
347,2,2,2
348,1,1,2
349,3,4,3
350,3,4,4
351,3,4,2
352,2,1,3
353,3,4,3
354,3,3,4
355,2,2,3
356,3,4,1
357,3,3,3
358,4,4,2
359,1,3,2
360,4,2,2
361,1,1,2
362,1,1,3
363,3,1,2
364,2,4,2
365,2,4,2
366,2,4,2
367,1,4,3
368,4,1,3
369,3,3,2
370,3,4,3
371,4,3,3
372,2,4,3
373,4,4,1
374,1,4,2
375,2,4,3
376,1,1,3
377,3,1,3
378,4,3,3
379,4,2,2
380,4,4,3
381,3,1,4
382,3,1,3
383,1,4,2
384,2,2,3
385,2,2,3
386,3,4,2
387,4,4,3
388,2,3,3
389,1,4,3
390,4,2,3
391,3,4,3
392,4,4,3
393,4,4,2
394,3,4,3
395,1,2,3
396,1,1,3
397,4,4,3
398,4,2,4
399,1,4,1
400,1,4,3
401,2,1,3
402,1,4,3
403,4,4,2
404,1,2,4
405,3,3,2
406,NA,4,2
407,3,4,2
408,4,4,2
409,2,3,4
410,2,4,2
411,3,3,3
412,4,1,1
413,2,3,3
414,2,2,3
415,3,3,3
416,3,1,3
417,3,2,3
418,2,3,4
419,4,4,1
420,1,2,2
421,4,3,2
422,4,3,2
423,2,4,3
424,4,1,3
425,3,2,3
426,3,2,3
427,1,2,2
428,3,1,3
429,4,1,3
430,3,3,3
431,4,2,4
432,1,1,3
433,4,4,1
434,4,2,3
435,3,1,4
436,3,4,3
437,2,4,3
438,1,3,1
439,3,2,2
440,3,4,3
441,3,3,3
442,4,4,2
443,4,3,3
444,3,3,4
445,3,3,4
446,3,4,3
447,4,4,3
448,1,3,3
449,2,2,2
450,3,3,4
451,1,4,3
452,3,1,3
453,4,3,3
454,4,1,3
455,2,4,3
456,4,4,3
457,4,4,2
458,3,2,3
459,1,3,4
460,3,2,3
461,4,1,3
462,4,4,3
463,1,3,3
464,4,3,3
465,3,3,2
466,4,3,3
467,4,3,3
468,3,2,1
469,3,1,3
470,2,4,3
471,3,3,3
472,3,3,2
473,2,1,2
474,4,1,3
475,2,2,3
476,4,4,3
477,2,1,2
478,1,3,3
479,3,3,3
480,4,3,3
481,4,4,3
482,1,4,3
483,2,4,2
484,4,3,NA
485,1,4,3
486,3,4,3
487,1,2,1
488,3,2,3
489,2,3,3
490,NA,4,3
491,2,1,3
492,1,4,3
493,4,4,3
494,4,3,3
495,3,1,3
496,4,1,3
497,2,4,2
498,4,4,4
499,4,3,3
500,2,4,2
501,2,4,1
502,2,2,3
503,3,2,3
504,1,3,2
505,1,1,3
506,3,3,3
507,4,2,3
508,3,3,3
509,2,3,2
510,4,2,2
511,3,1,2
512,1,3,3
513,4,4,3
514,3,3,3
515,1,3,3
516,4,4,2
517,3,1,4
518,3,4,3
519,4,4,3
520,3,1,2
521,4,1,3
522,1,3,4
523,2,1,2
524,1,1,3
525,3,1,2
526,2,3,3
527,3,3,2
528,1,4,3
529,1,3,3
530,4,2,3
531,3,3,4
532,2,1,3
533,4,4,3
534,4,1,3
535,1,3,3
536,1,3,2
537,1,4,2
538,4,4,3
539,4,4,4
540,1,3,2
541,1,2,3
542,4,1,3
543,1,2,3
544,4,3,3
545,4,2,3
546,3,4,3
547,1,4,2
548,2,3,3
549,2,2,3
550,3,3,3
551,3,4,3
552,4,2,2
553,1,3,3
554,4,2,3
555,3,1,3
556,1,4,3
557,3,3,4
558,4,2,4
559,3,2,2
560,1,4,3
561,3,4,3
562,1,2,1
563,4,4,3
564,4,2,3
565,4,3,2
566,4,2,2
567,2,4,3
568,2,4,2
569,3,3,4
570,3,3,3
571,3,3,3
572,1,1,3
573,2,4,3
574,3,3,2
575,3,4,3
576,4,3,3
577,2,3,2
578,3,3,1
579,4,1,1
580,2,3,2
581,3,1,2
582,2,1,4
583,4,3,3
584,4,2,3
585,3,4,2
586,1,4,3
587,3,NA,3
588,3,4,1
589,3,2,4
590,4,1,3
591,4,4,4
592,1,3,2
593,3,1,3
594,4,1,3
595,2,4,3
596,3,1,3
597,1,3,2
598,4,4,2
599,1,3,2
600,3,3,3
601,4,3,3
602,2,4,2
603,3,4,3
604,3,1,3
605,4,3,3
606,2,3,3
607,1,1,1
608,3,1,3
609,2,2,3
610,4,1,NA
611,4,1,3
612,4,2,3
613,3,1,3
614,4,2,1
615,2,3,2
616,3,3,3
617,3,3,2
618,4,4,3
619,3,4,3
620,4,4,2
621,4,1,4
622,2,4,3
623,3,2,3
624,4,3,3
625,3,1,3
626,1,4,3
627,2,2,4
628,3,4,3
629,4,2,3
630,1,1,3
631,3,4,2
632,1,1,2
633,4,3,1
634,1,4,3
635,1,2,4
636,1,4,3
637,4,4,3
638,3,1,2
639,3,1,3
640,3,4,3
641,3,4,3
642,1,3,4
643,3,2,2
644,4,2,2
645,1,3,3
646,3,4,3
647,4,4,4
648,4,4,2
649,3,3,2
650,2,2,3
651,4,3,3
652,2,4,3
653,4,3,3
654,3,4,3
655,3,4,2
656,1,2,3
657,4,2,3
658,1,3,1
659,4,2,3
660,3,1,3
661,4,2,2
662,4,4,2
663,3,2,4
664,4,3,2
665,3,1,2
666,3,2,4
667,3,3,3
668,2,2,3
669,4,4,4
670,3,2,3
671,1,4,3
672,4,4,3
673,2,3,2
674,3,3,3
675,2,3,3
676,4,1,2
677,4,2,2
678,3,4,4
679,NA,2,3
680,3,2,3
681,1,3,3
682,4,3,3
683,3,1,3
684,1,4,3
685,4,3,3
686,4,1,4
687,3,4,3
688,4,1,3
689,4,2,3
690,2,2,2
691,2,1,3
692,1,3,3
693,4,3,2
694,3,2,3
695,4,2,4
696,1,1,4
697,3,3,2
698,4,3,3
699,4,2,3
700,3,3,3
701,4,4,2
702,3,4,3
703,3,1,3
704,3,3,3
705,3,2,3
706,2,1,3
707,3,1,4
708,4,4,2
709,3,1,2
710,2,2,3
711,1,1,2
712,4,4,3
713,3,4,3
714,4,2,2
715,4,4,4
716,4,4,3
717,4,4,3
718,1,3,2
719,4,2,3
720,1,3,3
721,2,3,3
722,2,3,3
723,3,4,4
724,4,3,2
725,4,3,3
726,3,4,4
727,3,1,3
728,4,3,2
729,1,4,4
730,2,2,3
731,4,4,2
732,3,3,3
733,2,4,4
734,3,2,2
735,3,3,3
736,1,3,NA
737,4,3,2
738,1,3,1
739,4,4,3
740,4,3,3
741,1,4,3
742,3,1,3
743,3,1,1
744,1,3,3
745,3,4,3
746,1,4,2
747,3,1,3
748,2,1,2
749,1,1,3
750,3,4,3
751,4,4,2
752,4,1,3
753,2,4,4
754,1,2,3
755,2,3,3
756,4,1,3
757,1,2,4
758,4,1,3
759,1,2,4
760,2,1,4
761,1,4,2
762,3,1,2
763,1,4,2
764,1,1,3
765,3,3,1
766,1,1,4
767,1,3,4
768,4,3,3
769,4,4,2
770,4,2,2
771,2,3,2
772,3,3,4
773,1,4,3
774,1,4,4
775,1,1,4
776,3,2,3
777,2,1,3
778,4,2,3
779,2,4,1
780,2,4,4
781,3,1,3
782,1,3,3
783,4,2,3
784,4,1,3
785,3,3,3
786,4,2,2
787,1,3,2
788,3,3,4
789,4,2,2
790,4,1,3
791,4,1,3
792,4,3,2
793,1,4,3
794,1,3,2
795,3,3,2
796,2,3,2
797,3,2,3
798,2,1,2
799,1,3,4
800,1,2,1
801,1,2,4
802,4,3,3
803,2,1,2
804,4,2,3
805,2,3,2
806,3,3,3
807,3,3,4
808,4,3,3
809,1,2,3
810,3,3,2
811,3,1,2
812,1,3,1
813,3,1,3
814,3,1,3
815,4,2,3
816,3,2,2
817,4,3,3
818,3,4,4
819,2,4,3
820,1,1,1
821,4,1,4
822,2,2,3
823,3,2,4
824,4,2,1
825,1,3,3
826,4,1,1
827,4,3,3
828,4,3,1
829,3,4,3
830,2,3,3
831,3,2,3
832,1,4,3
833,3,1,3
834,4,2,3
835,4,4,3
836,4,4,1
837,1,1,4
838,2,3,3
839,3,4,3
840,3,1,3
841,4,4,3
842,1,2,3
843,2,3,3
844,4,2,3
845,3,4,2
846,3,3,3
847,NA,3,2
848,1,1,1
849,2,1,3
850,3,3,3
851,4,1,3
852,3,2,3
853,1,1,3
854,3,4,3
855,3,2,3
856,4,1,2
857,3,1,2
858,1,4,1
859,3,4,3
860,2,NA,2
861,1,4,3
862,3,2,NA
863,2,2,4
864,2,3,3
865,2,1,3
866,1,3,3
867,4,3,3
868,1,4,4
869,3,3,3
870,4,3,3
871,1,1,3
872,4,4,3
873,2,3,2
874,4,3,2
875,4,1,3
876,4,2,3
877,3,4,2
878,4,1,1
879,3,2,3
880,2,3,2
881,2,3,3
882,2,4,3
883,2,4,2
884,2,2,2
885,3,1,3
886,1,1,3
887,4,1,3
888,3,3,3
889,3,4,3
890,3,1,2
891,2,1,3
892,4,1,3
893,2,1,3
894,2,1,2
895,3,4,3
896,2,4,4
897,4,3,3
898,3,3,3
899,1,3,3
900,3,3,3
901,3,3,2
902,1,3,1
903,4,4,3
904,4,3,4
905,4,1,3
906,2,2,1
907,3,4,2
908,1,4,3
909,3,4,3
910,NA,4,2
911,1,4,3
912,2,3,3
913,4,4,2
914,1,1,1
915,3,3,3
916,2,1,3
917,4,3,3
918,4,2,3
919,1,2,3
920,4,1,3
921,3,3,3
922,4,2,3
923,1,2,3
924,3,3,3
925,4,3,3
926,4,1,3
927,2,3,3
928,3,3,3
929,4,4,4
930,4,4,4
931,1,2,2
932,4,4,3
933,4,2,2
934,1,4,3
935,4,1,2
936,4,2,3
937,2,2,3
938,3,3,3
939,4,3,3
940,4,1,3
941,3,4,3
942,1,3,2
943,3,4,3
944,4,3,3
945,4,3,2
946,2,4,3
947,4,3,3
948,4,2,3
949,4,4,3
950,1,2,3
951,2,4,4
952,3,4,4
953,2,2,3
954,3,4,2
955,2,4,3
956,3,4,3
957,3,4,3
958,1,4,4
959,4,4,3
960,3,3,3
961,4,3,3
962,4,3,3
963,3,4,2
964,3,3,2
965,4,3,3
966,3,3,1
967,4,3,4
968,4,2,3
969,1,3,2
970,2,3,4
971,3,2,3
972,2,1,3
973,2,1,4
974,3,2,3
975,4,3,3
976,2,4,2
977,3,2,1
978,3,4,2
979,2,1,3
980,1,2,3
981,3,2,1
982,4,4,2
983,4,4,3
984,4,3,1
985,2,2,2
986,3,3,4
987,4,1,3
988,1,4,NA
989,3,4,2
990,1,3,3
991,3,4,2
992,2,2,3
993,4,3,4
994,3,1,3
995,4,4,3
996,4,2,2
997,4,4,4
998,1,1,2
999,3,2,2
1000,1,3,3
1001,4,1,3
1002,3,3,3
1003,2,2,3
1004,2,4,3
1005,3,3,3
1006,2,2,2
1007,3,1,3
1008,4,2,2
1009,3,1,3
1010,4,3,3
1011,1,3,2
1012,2,4,3
1013,4,4,3
1014,2,2,3
1015,4,3,3
1016,3,1,3
1017,1,4,3
1018,1,3,3
1019,2,2,3
1020,3,4,3
1021,4,1,3
1022,3,2,2
1023,3,2,2
1024,3,4,3
1025,4,1,3
1026,3,4,4
1027,3,3,3
1028,2,2,3
1029,3,1,2
1030,2,1,2
1031,2,4,3
1032,1,2,3
1033,4,1,2
1034,4,1,1
1035,3,4,3
1036,1,3,2
1037,2,2,1
1038,3,3,4
1039,1,3,3
1040,4,2,3
1041,4,2,4
1042,3,4,3
1043,2,3,3
1044,2,2,2
1045,2,3,4
1046,3,2,3
1047,2,1,3
1048,4,4,2
1049,1,1,3
1050,3,1,3
1051,2,4,2
1052,3,4,3
1053,1,3,3
1054,2,3,1
1055,4,1,3
1056,1,1,3
1057,3,3,4
1058,4,2,3
1059,1,4,3
1060,4,4,2
1061,4,4,4
1062,4,4,4
1063,3,3,2
1064,2,3,3
1065,4,4,2
1066,3,4,3
1067,4,3,3
1068,4,3,3
1069,3,2,2
1070,1,1,3
1071,2,3,3
1072,4,2,3
1073,1,3,3
1074,4,2,3
1075,4,4,2
1076,3,2,3
1077,4,1,2
1078,NA,4,3
1079,2,4,4
1080,2,2,3
1081,2,4,2
1082,4,2,3
1083,2,3,3
1084,2,3,3
1085,3,4,3
1086,4,1,3
1087,4,1,3
1088,4,2,3
1089,2,4,2
1090,2,4,2
1091,1,1,3
1092,2,3,2
1093,1,3,NA
1094,4,4,3
1095,2,1,3
1096,4,1,3
1097,1,4,3
1098,3,2,1
1099,3,2,3
1100,3,1,4
1101,3,4,3
1102,4,4,2
1103,1,3,2
1104,3,4,3
1105,2,3,3
1106,2,3,2
1107,3,4,3
1108,3,1,3
1109,1,3,3
1110,2,2,2
1111,3,4,3
1112,4,3,3
1113,3,2,4
1114,4,1,3
1115,1,1,3
1116,4,2,3
1117,4,4,2
1118,1,3,3
1119,2,4,4
1120,2,4,3
1121,2,4,3
1122,1,2,3
1123,2,1,1
1124,3,3,2
1125,3,1,4
1126,1,2,3
1127,1,4,2
1128,4,3,2
1129,3,1,2
1130,1,1,2
1131,3,4,3
1132,4,1,3
1133,3,4,2
1134,1,1,2
1135,3,4,3
1136,4,4,3
1137,4,4,3
1138,1,4,3
1139,1,1,2
1140,1,3,2
1141,4,3,3
1142,1,3,3
1143,4,2,3
1144,3,2,3
1145,4,4,3
1146,2,1,3
1147,4,3,3
1148,3,3,4
1149,3,1,3
1150,2,3,2
1151,4,4,4
1152,4,3,4
1153,2,2,3
1154,3,2,3
1155,4,2,2
1156,4,3,2
1157,1,3,3
1158,2,3,2
1159,4,2,3
1160,1,3,3
1161,1,3,3
1162,4,1,2
1163,4,4,3
1164,3,2,1
1165,4,3,3
1166,4,3,4
1167,2,3,3
1168,2,4,3
1169,3,2,3
1170,1,4,2
1171,2,2,3
1172,1,4,3
1173,2,3,3
1174,3,4,3
1175,3,4,3
1176,1,3,2
1177,1,4,2
1178,2,4,3
1179,3,1,3
1180,4,4,2
1181,4,1,2
1182,1,4,3
1183,4,2,3
1184,3,3,2
1185,1,4,4
1186,1,3,2
1187,4,3,1
1188,1,2,3
1189,4,3,3
1190,4,4,2
1191,3,2,3
1192,4,1,3
1193,3,4,3
1194,1,4,3
1195,2,3,3
1196,2,NA,2
1197,4,3,3
1198,3,3,NA
1199,3,3,4
1200,3,3,3
1201,3,4,3
1202,4,2,3
1203,4,1,1
1204,4,1,3
1205,2,4,2
1206,2,1,3
1207,4,3,3
1208,3,4,3
1209,4,1,3
1210,2,2,3
1211,4,2,2
1212,2,3,4
1213,2,4,1
1214,3,2,3
1215,4,3,3
1216,4,3,3
1217,1,2,3
1218,4,4,2
1219,3,1,2
1220,4,3,3
1221,4,3,3
1222,3,3,2
1223,1,2,3
1224,4,3,3
1225,NA,3,2
1226,2,4,3
1227,3,3,3
1228,2,1,3
1229,1,2,2
1230,4,4,2
1231,1,4,3
1232,4,4,3
1233,1,3,2
1234,3,1,3
1235,1,2,3
1236,3,4,3
1237,2,1,3
1238,3,3,2
1239,2,1,3
1240,3,2,3
1241,1,4,3
1242,2,1,2
1243,3,4,3
1244,4,4,4
1245,4,3,3
1246,4,4,4
1247,2,4,2
1248,4,3,2
1249,1,3,3
1250,4,4,3
1251,2,1,4
1252,3,1,3
1253,3,4,3
1254,4,1,3
1255,1,3,2
1256,4,3,3
1257,3,4,3
1258,2,3,3
1259,2,3,3
1260,2,2,3
1261,1,4,NA
1262,4,4,3
1263,1,3,3
1264,3,3,2
1265,2,1,2
1266,3,1,3
1267,3,4,2
1268,1,4,3
1269,2,1,2
1270,3,1,3
1271,4,4,2
1272,1,3,4
1273,1,4,3
1274,4,4,3
1275,2,3,2
1276,1,1,2
1277,3,3,3
1278,4,3,3
1279,2,2,3
1280,2,1,3
1281,2,1,2
1282,4,3,2
1283,1,3,2
1284,3,2,3
1285,3,2,3
1286,2,2,3
1287,2,4,3
1288,3,4,3
1289,3,1,3
1290,4,1,4
1291,1,3,4
1292,2,2,3
1293,4,4,2
1294,2,3,3
1295,1,4,3
1296,2,4,3
1297,1,2,3
1298,4,4,2
1299,3,1,3
1300,4,4,3
1301,3,4,3
1302,3,4,3
1303,3,2,2
1304,3,4,1
1305,3,2,2
1306,3,1,2
1307,2,3,3
1308,1,3,1
1309,1,3,2
1310,2,3,4
1311,4,3,2
1312,2,2,4
1313,3,1,3
1314,4,1,3
1315,4,4,3
1316,1,3,3
1317,3,4,4
1318,3,4,3
1319,1,2,2
1320,3,3,3
1321,4,4,3
1322,2,4,3
1323,1,1,2
1324,1,3,NA
1325,4,4,3
1326,2,3,3
1327,3,2,3
1328,3,4,3
1329,3,1,3
1330,2,4,3
1331,1,4,3
1332,3,4,4
1333,1,3,2
1334,3,2,4
1335,2,2,3
1336,1,3,3
1337,2,3,2
1338,3,2,2
1339,4,4,2
1340,4,3,2
1341,3,4,3
1342,3,1,2
1343,2,3,3
1344,3,4,3
1345,2,3,3
1346,3,3,3
1347,3,3,3
1348,2,2,3
1349,1,4,3
1350,4,3,4
1351,1,3,3
1352,3,4,1
1353,1,1,4
1354,3,4,2
1355,4,3,3
1356,1,3,2
1357,4,4,4
1358,4,1,3
1359,2,4,3
1360,4,1,2
1361,3,1,3
1362,2,2,3
1363,2,2,3
1364,3,2,3
1365,2,3,1
1366,2,2,1
1367,2,4,3
1368,4,3,3
1369,2,3,3
1370,2,2,2
1371,3,4,2
1372,3,3,3
1373,3,4,3
1374,4,2,1
1375,3,4,1
1376,3,4,1
1377,3,3,2
1378,3,2,3
1379,1,3,3
1380,2,4,3
1381,1,4,4
1382,3,3,3
1383,3,2,2
1384,3,1,4
1385,4,2,2
1386,3,1,3
1387,3,1,4
1388,3,1,3
1389,3,4,4
1390,2,4,2
1391,2,1,3
1392,3,4,3
1393,3,4,3
1394,4,2,3
1395,2,2,2
1396,3,3,2
1397,4,1,3
1398,4,2,3
1399,4,3,3
1400,3,2,3
1401,4,3,2
1402,4,2,3
1403,3,3,3
1404,4,2,2
1405,2,3,3
1406,4,4,4
1407,1,4,3
1408,2,1,NA
1409,2,2,3
1410,3,3,3
1411,4,3,3
1412,4,4,1
1413,3,1,3
1414,4,4,3
1415,4,3,4
1416,3,4,4
1417,2,1,3
1418,2,4,2
1419,4,2,2
1420,2,4,3
1421,4,4,1
1422,4,1,3
1423,4,4,2
1424,3,3,3
1425,4,3,3
1426,2,2,1
1427,4,1,3
1428,4,4,3
1429,3,1,2
1430,3,3,2
1431,4,4,3
1432,4,1,3
1433,4,2,4
1434,3,2,3
1435,2,4,3
1436,1,3,2
1437,3,3,3
1438,3,4,3
1439,1,4,3
1440,2,4,3
1441,3,3,4
1442,3,4,2
1443,3,4,2
1444,3,4,3
1445,2,3,2
1446,4,4,2
1447,3,4,1
1448,4,4,3
1449,1,1,4
1450,1,3,4
1451,3,2,3
1452,4,3,1
1453,3,3,3
1454,3,4,3
1455,3,1,2
1456,1,4,3
1457,3,4,3
1458,2,3,3
1459,3,4,2
1460,4,1,3
1461,3,1,2
1462,1,3,3
1463,1,3,3
1464,3,3,3
1465,3,4,3
1466,4,1,3
1467,4,4,3
1468,1,3,3
1469,4,NA,3
1470,1,3,3
1471,3,4,NA
1472,3,2,4
1473,2,2,1
1474,4,4,3
1475,4,1,3
1476,3,2,2
1477,NA,3,1
1478,1,2,3
1479,2,4,3
1480,2,1,3
1481,3,4,3
1482,4,4,3
1483,4,1,3
1484,1,2,2
1485,4,4,2
1486,3,4,4
1487,4,3,4
1488,1,4,3
1489,2,2,2
1490,1,1,3
1491,3,2,1
1492,1,2,2
1493,3,3,2
1494,2,3,3
1495,2,4,2
1496,2,4,3
1497,1,1,3
1498,4,4,3
1499,4,3,1
1500,4,4,3
1501,1,2,3
1502,4,4,3
1503,3,1,3
1504,3,2,3
1505,4,2,2
1506,4,4,3
1507,2,4,2
1508,3,2,4
1509,3,3,3
1510,3,2,2
1511,3,4,3
1512,4,2,3
1513,4,2,3
1514,4,3,3
1515,2,1,3
1516,2,4,2
1517,3,4,2
1518,2,2,3
1519,4,3,2
1520,1,2,3
1521,4,3,3
1522,3,4,3
1523,1,1,3
1524,1,1,3
1525,3,4,1
1526,4,2,3
1527,3,1,3
