EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance
1528,3,4,3
1529,3,3,3
1530,3,2,2
1531,3,2,2
1532,3,2,3
1533,4,3,3
1534,4,4,NA
1535,1,4,2
1536,1,4,2
1537,4,4,3
1538,3,3,3
1539,3,4,3
1540,4,3,2
1541,2,4,2
1542,4,3,3
1543,3,3,4
1544,3,2,3
1545,4,3,2
1546,3,1,2
1547,4,4,3
1548,2,4,2
1549,2,1,2
1550,2,4,3
1551,4,3,3
1552,2,2,3
1553,4,4,2
1554,3,4,3
1555,3,4,2
1556,4,2,3
1557,3,2,3
1558,3,4,2
1559,4,2,3
1560,2,3,3
1561,1,4,3
1562,4,3,2
1563,3,3,3
1564,3,2,3
1565,1,3,1
1566,3,1,3
1567,4,3,4
1568,3,3,3
1569,1,4,3
1570,1,2,3
1571,4,4,3
1572,1,4,3
1573,4,3,3
1574,4,3,3
1575,1,4,2
1576,4,3,3
1577,3,1,3
1578,3,3,4
1579,1,2,3
1580,4,4,3
1581,3,3,3
1582,3,2,3
1583,3,2,3
1584,4,4,3
1585,3,2,3
1586,4,2,3
1587,2,4,3
1588,2,3,3
1589,3,4,2
1590,4,3,3
1591,1,4,2
1592,3,4,3
1593,4,3,4
1594,3,2,3
1595,3,1,3
1596,1,2,3
1597,2,3,NA
1598,3,4,3
1599,4,1,2
1600,4,2,3
1601,2,1,3
1602,3,2,2
1603,1,2,3
1604,2,3,3
1605,1,1,2
1606,3,3,3
1607,2,1,1
1608,4,4,3
1609,3,3,3
1610,2,4,3
1611,2,3,3
1612,4,1,3
1613,2,3,3
1614,3,1,2
1615,2,3,3
1616,2,1,3
1617,3,1,3
1618,1,1,3
1619,4,3,3
1620,1,4,2
1621,4,4,1
1622,1,3,3
1623,3,4,3
1624,1,1,1
1625,3,3,2
1626,4,4,4
1627,1,2,3
1628,4,3,2
1629,4,4,3
1630,3,3,3
1631,1,4,1
1632,3,4,1
1633,2,3,3
1634,3,2,4
1635,1,4,4
1636,3,1,3
1637,1,4,2
1638,2,3,3
1639,3,4,2
1640,3,1,4
1641,1,4,3
1642,1,3,1
1643,4,3,3
1644,3,3,3
1645,4,3,3
1646,3,4,3
1647,3,2,4
1648,2,3,4
1649,1,4,3
1650,4,2,3
1651,4,3,3
1652,1,3,3
1653,2,1,3
1654,2,3,3
1655,2,4,2
1656,3,3,3
1657,2,4,3
1658,1,2,3
1659,4,4,3
1660,2,3,NA
1661,2,3,3
1662,3,3,3
1663,2,4,4
1664,4,1,2
1665,4,2,4
1666,2,3,2
1667,4,4,4
1668,1,3,3
1669,3,4,2
1670,2,2,3
1671,3,1,3
1672,1,3,3
1673,1,3,3
1674,1,3,3
1675,4,4,3
1676,3,4,1
1677,2,4,4
1678,1,3,2
1679,2,NA,3
1680,1,2,3
1681,4,1,3
1682,4,3,3
1683,4,4,3
1684,3,3,3
1685,2,2,2
1686,4,3,3
1687,2,4,3
1688,1,2,4
1689,4,2,3
1690,1,2,3
1691,2,3,3
1692,1,3,3
1693,2,1,4
1694,2,4,3
1695,2,1,1
1696,1,4,3
1697,1,4,4
1698,1,3,2
1699,4,3,2
1700,4,2,4
1701,3,4,3
1702,2,4,2
1703,3,1,2
1704,4,3,3
1705,4,1,1
1706,1,3,4
1707,3,3,3
1708,3,1,3
1709,3,3,3
1710,4,4,4
1711,1,3,3
1712,3,3,3
1713,1,4,2
1714,3,3,3
1715,4,1,4
1716,2,4,2
1717,1,1,3
1718,3,4,3
1719,3,3,3
1720,2,3,2
1721,2,4,3
1722,3,4,1
1723,3,2,NA
1724,2,2,3
1725,1,4,3
1726,4,3,3
1727,1,1,3
1728,3,3,3
1729,1,1,4
1730,4,2,3
1731,4,4,3
1732,2,4,3
1733,2,2,3
1734,4,4,3
1735,4,4,3
1736,4,3,3
1737,4,2,4
1738,1,3,3
1739,4,3,3
1740,4,4,2
1741,2,3,3
1742,2,4,2
1743,3,1,3
1744,3,4,3
1745,4,1,3
1746,4,1,3
1747,3,3,3
1748,2,4,2
1749,1,1,3
1750,4,1,2
1751,4,3,3
1752,4,2,3
1753,1,2,3
1754,1,1,3
1755,3,3,4
1756,1,3,3
1757,4,3,2
1758,3,4,2
1759,3,3,3
1760,3,3,3
1761,4,4,3
1762,2,3,3
1763,2,1,4
1764,3,2,1
1765,3,4,2
1766,4,4,2
1767,4,1,1
1768,4,2,3
1769,4,4,3
1770,4,1,4
1771,1,4,3
1772,4,3,1
1773,2,1,3
1774,3,1,4
1775,4,4,2
1776,3,4,2
1777,2,3,3
1778,1,3,3
1779,2,3,3
1780,4,4,3
1781,4,1,3
1782,1,1,3
1783,4,4,3
1784,1,4,3
1785,2,3,2
1786,4,1,NA
1787,2,4,3
1788,4,1,3
1789,3,4,3
1790,4,1,2
1791,1,1,3
1792,3,1,3
1793,1,4,2
1794,4,3,3
1795,3,2,3
1796,3,1,3
1797,2,4,2
1798,3,1,3
1799,3,2,3
1800,4,3,3
1801,3,3,3
1802,2,1,3
1803,3,3,4
1804,1,1,3
1805,3,4,2
1806,3,2,3
1807,3,3,3
1808,4,2,3
1809,4,3,3
1810,4,4,3
1811,3,3,2
1812,3,2,3
1813,NA,3,3
1814,1,3,3
1815,3,4,2
1816,2,3,3
1817,2,2,2
1818,1,1,2
1819,3,4,3
1820,3,4,4
1821,3,4,2
1822,2,1,3
1823,3,4,3
1824,3,3,4
1825,2,2,3
1826,3,4,1
1827,3,3,3
1828,4,4,2
1829,1,3,2
1830,4,2,2
1831,1,1,2
1832,1,1,3
1833,3,1,2
1834,2,4,2
1835,2,4,2
1836,2,4,2
1837,1,4,3
1838,4,1,3
1839,3,3,2
1840,3,4,3
1841,4,3,3
1842,2,4,3
1843,4,4,1
1844,1,4,2
1845,2,4,3
1846,1,1,3
1847,3,1,3
1848,4,3,3
1849,4,2,NA
1850,4,4,3
1851,3,1,4
1852,3,1,3
1853,1,4,2
1854,2,2,3
1855,2,2,3
1856,3,4,2
1857,4,4,3
1858,2,3,3
1859,1,4,3
1860,4,2,3
1861,3,4,3
1862,4,4,3
1863,4,4,2
1864,3,4,3
1865,1,2,3
1866,1,1,3
1867,4,4,3
1868,4,2,4
1869,1,4,1
1870,1,4,3
1871,2,1,3
1872,1,4,3
1873,4,4,2
1874,1,2,4
1875,3,3,2
1876,4,4,2
1877,3,4,2
1878,4,4,2
1879,2,3,4
1880,2,4,2
1881,3,3,3
1882,4,1,1
1883,2,3,3
1884,2,2,3
1885,3,3,3
1886,3,1,3
1887,3,2,3
1888,2,3,4
1889,4,4,1
1890,1,2,2
1891,4,3,2
1892,4,3,2
1893,2,4,3
1894,4,1,3
1895,3,2,3
1896,3,2,3
1897,1,2,2
1898,3,1,3
1899,4,1,3
1900,3,3,3
1901,4,2,4
1902,1,1,3
1903,4,4,1
1904,4,2,3
1905,3,1,4
1906,3,4,3
1907,2,4,3
1908,1,3,1
1909,3,2,2
1910,3,NA,3
1911,3,3,3
1912,4,4,NA
1913,4,3,3
1914,3,3,4
1915,3,3,4
1916,3,4,3
1917,4,4,3
1918,1,3,3
1919,2,2,2
1920,3,3,4
1921,1,4,3
1922,3,1,3
1923,4,3,3
1924,4,1,3
1925,2,4,3
1926,4,4,3
1927,4,4,2
1928,3,2,3
1929,1,3,4
1930,3,2,3
1931,4,1,3
1932,4,4,3
1933,1,3,3
1934,4,3,3
1935,3,3,2
1936,4,3,3
1937,4,3,3
1938,3,2,1
1939,3,1,3
1940,2,4,3
1941,3,3,3
1942,3,3,2
1943,2,1,2
1944,4,1,3
1945,2,2,3
1946,4,4,3
1947,2,1,2
1948,1,3,3
1949,3,3,3
1950,4,3,3
1951,4,4,3
1952,1,4,3
1953,2,4,2
1954,4,3,NA
1955,1,4,3
1956,3,4,3
1957,1,2,1
1958,3,2,3
1959,2,3,3
1960,2,4,3
1961,2,1,3
1962,1,4,3
1963,4,4,3
1964,4,3,3
1965,3,1,3
1966,4,1,3
1967,2,4,2
1968,4,4,4
1969,4,3,3
1970,2,4,2
1971,2,4,1
1972,2,2,3
1973,3,2,3
1974,1,3,2
1975,1,1,3
1976,3,3,3
1977,4,2,3
1978,3,3,3
1979,2,3,2
1980,4,2,2
1981,3,1,2
1982,1,3,3
1983,4,4,3
1984,3,3,3
1985,1,3,3
1986,4,4,2
1987,3,1,4
1988,3,4,3
1989,4,4,3
1990,3,1,2
1991,4,1,3
1992,1,3,4
1993,2,1,2
1994,1,1,3
1995,3,1,2
1996,2,3,3
1997,3,3,2
1998,1,4,3
1999,1,3,3
2000,4,2,3
2001,3,3,4
2002,2,1,3
2003,4,4,3
2004,4,1,3
2005,1,3,3
2006,1,3,2
2007,1,4,2
2008,4,4,3
2009,4,4,4
2010,1,3,2
2011,1,2,3
2012,4,1,3
2013,1,2,3
2014,4,3,3
2015,4,2,3
2016,3,4,3
2017,1,4,NA
2018,2,3,3
2019,2,2,3
2020,3,3,3
2021,3,4,3
2022,4,2,2
2023,1,3,3
2024,4,2,3
2025,3,1,3
2026,1,4,3
2027,3,3,4
2028,4,2,4
2029,3,2,2
2030,1,4,3
2031,3,4,3
2032,1,2,1
2033,4,4,3
2034,4,2,3
2035,4,3,2
2036,4,2,2
2037,2,4,3
2038,2,4,2
2039,3,3,4
2040,3,3,3
2041,3,3,3
2042,1,1,3
2043,2,4,3
2044,3,3,2
2045,3,4,3
2046,4,3,3
2047,2,3,2
2048,3,3,1
2049,4,1,1
2050,2,3,2
2051,3,1,2
2052,2,1,4
2053,4,3,3
2054,4,2,3
2055,3,4,2
2056,1,4,3
2057,3,3,3
2058,3,4,1
2059,3,2,4
2060,4,1,3
2061,4,4,4
2062,1,3,2
2063,3,1,3
2064,4,1,3
2065,2,4,3
2066,3,1,3
2067,1,3,2
2068,4,4,2
2069,1,3,2
2070,3,3,3
2071,4,3,3
2072,2,4,2
2073,3,4,3
2074,3,1,3
2075,4,3,3
2076,2,3,3
2077,1,1,1
2078,3,1,3
2079,2,2,3
2080,4,1,NA
2081,4,1,3
2082,4,2,3
2083,3,1,3
2084,4,2,1
2085,2,3,2
2086,3,3,3
2087,3,3,2
2088,4,4,3
2089,3,4,3
2090,4,4,2
2091,4,1,4
2092,2,4,3
2093,3,2,3
2094,4,3,3
2095,3,1,3
2096,1,4,3
2097,2,2,4
2098,3,4,3
2099,4,2,3
2100,1,1,3
2101,3,4,2
2102,1,1,2
2103,4,3,1
2104,1,4,3
2105,1,2,4
2106,1,4,3
2107,4,4,3
2108,3,1,2
2109,3,1,3
2110,3,4,3
2111,3,4,3
2112,1,3,4
2113,3,2,2
2114,4,2,2
2115,1,3,3
2116,3,4,3
2117,4,4,4
2118,4,4,2
2119,3,3,2
2120,2,2,3
2121,4,3,3
2122,2,4,3
2123,4,3,3
2124,3,4,3
2125,3,4,2
2126,1,2,3
2127,4,2,3
2128,1,3,1
2129,4,2,3
2130,3,1,3
2131,4,2,2
2132,4,4,2
2133,3,2,4
2134,4,3,2
2135,3,1,2
2136,3,2,4
2137,3,3,3
2138,2,2,3
2139,4,4,4
2140,3,2,3
2141,1,4,3
2142,4,4,3
2143,2,3,NA
2144,3,3,3
2145,2,3,3
2146,4,1,2
2147,4,2,2
2148,3,4,4
2149,NA,2,3
2150,3,2,3
2151,1,3,3
2152,4,3,3
2153,3,1,3
2154,1,4,3
2155,4,3,3
2156,4,1,4
2157,3,4,3
2158,4,1,3
2159,4,2,3
2160,2,2,2
2161,2,1,3
2162,1,3,3
2163,4,3,2
2164,3,2,3
2165,4,2,4
2166,1,1,4
2167,3,3,2
2168,4,3,3
2169,4,2,3
2170,3,3,3
2171,4,4,2
2172,3,4,3
2173,3,1,3
2174,3,3,3
2175,3,2,3
2176,2,1,3
2177,3,1,4
2178,4,4,2
2179,3,1,2
2180,2,2,3
2181,1,1,2
2182,4,4,3
2183,3,NA,3
2184,4,2,2
2185,4,4,4
2186,4,4,3
2187,4,4,3
2188,1,3,2
2189,4,2,3
2190,1,3,3
2191,2,3,3
2192,2,3,3
2193,3,4,4
2194,4,3,2
2195,4,3,3
2196,3,4,4
2197,3,1,3
2198,4,3,2
2199,1,4,4
2200,2,2,3
2201,4,4,2
2202,3,3,3
2203,2,4,4
2204,3,2,2
2205,3,3,3
2206,1,3,2
2207,4,3,2
2208,1,3,1
2209,4,4,3
2210,4,3,3
2211,1,4,3
2212,3,1,3
2213,3,1,1
2214,1,3,3
2215,3,4,3
2216,1,4,2
2217,3,1,3
2218,2,1,2
2219,1,1,3
2220,3,4,3
2221,4,4,2
2222,4,1,3
2223,2,4,4
2224,1,2,3
2225,2,3,3
2226,4,1,3
2227,1,2,NA
2228,4,1,3
2229,1,2,4
2230,2,1,4
2231,1,4,2
2232,3,1,2
2233,1,4,2
2234,1,1,3
2235,3,3,1
2236,1,1,4
2237,1,3,4
2238,4,3,3
2239,4,4,2
2240,4,2,2
2241,2,3,2
2242,3,3,4
2243,1,4,3
2244,1,4,4
2245,1,1,4
2246,3,2,3
2247,2,1,3
2248,4,2,3
2249,2,4,1
2250,2,4,4
2251,3,1,3
2252,1,3,3
2253,4,2,3
2254,4,1,3
2255,3,3,3
2256,4,2,2
2257,1,3,2
2258,3,3,4
2259,4,2,2
2260,4,1,3
2261,4,1,3
2262,4,3,2
2263,1,4,3
2264,1,3,2
2265,3,3,2
2266,2,3,2
2267,3,2,3
2268,2,1,2
2269,1,3,4
2270,1,2,1
2271,1,2,4
2272,4,3,3
2273,2,1,2
2274,4,2,3
2275,2,3,2
2276,3,3,3
2277,3,3,4
2278,4,3,3
2279,1,2,3
2280,3,3,2
2281,3,1,2
2282,1,3,1
2283,3,1,3
2284,3,1,3
2285,4,2,3
2286,3,2,2
2287,4,3,3
2288,3,4,4
2289,2,4,3
2290,1,1,1
2291,4,1,4
2292,2,2,3
2293,3,2,4
2294,4,2,1
2295,1,3,3
2296,4,1,1
2297,4,3,3
2298,4,3,1
2299,3,4,3
2300,2,3,3
2301,3,2,3
2302,1,4,3
2303,3,1,3
2304,4,2,3
2305,4,4,3
2306,4,4,1
2307,1,1,4
2308,2,3,3
2309,3,4,3
2310,3,1,3
2311,4,4,NA
2312,1,2,3
2313,2,3,3
2314,4,2,3
2315,3,4,2
2316,3,3,3
2317,3,3,2
2318,1,1,1
2319,2,1,3
2320,3,3,3
2321,4,1,3
2322,3,2,3
2323,1,1,3
2324,3,4,3
2325,3,2,3
2326,4,1,2
2327,3,1,2
2328,1,4,1
2329,3,4,3
2330,2,4,2
2331,1,4,3
2332,3,2,3
2333,2,2,4
2334,2,3,3
2335,2,1,3
2336,1,3,3
2337,4,3,3
2338,1,4,4
2339,3,3,3
2340,4,3,3
2341,1,1,3
2342,4,4,3
2343,2,3,2
2344,4,3,2
2345,4,1,3
2346,4,2,3
2347,3,4,2
2348,4,1,1
2349,3,2,3
2350,2,3,2
2351,2,3,3
2352,2,4,3
2353,2,4,2
2354,2,2,2
2355,3,1,3
2356,1,1,3
2357,4,1,3
2358,3,3,3
2359,3,4,3
2360,3,1,2
2361,2,1,3
2362,4,1,3
2363,2,1,3
2364,2,1,2
2365,3,4,3
2366,2,4,4
2367,4,3,3
2368,3,3,3
2369,1,3,3
2370,3,3,3
2371,3,3,2
2372,1,3,1
2373,4,4,3
2374,4,3,4
2375,4,1,3
2376,2,2,1
2377,3,4,2
2378,1,4,3
2379,3,4,3
2380,NA,4,2
2381,1,4,3
2382,2,3,3
2383,4,4,2
2384,1,1,1
2385,3,3,3
2386,2,1,3
2387,4,3,3
2388,4,2,3
2389,1,2,3
2390,4,1,3
2391,3,3,3
2392,4,2,3
2393,1,2,3
2394,3,3,3
2395,4,3,NA
2396,4,1,3
2397,2,3,3
2398,3,3,3
2399,4,4,4
2400,4,4,4
2401,1,2,2
2402,4,4,3
2403,4,2,2
2404,1,4,3
2405,4,1,2
2406,4,2,3
2407,2,2,3
2408,3,3,3
2409,4,3,3
2410,4,1,3
2411,3,4,3
2412,1,3,2
2413,3,4,3
2414,4,3,3
2415,4,3,2
2416,2,4,3
2417,4,3,3
2418,4,2,3
2419,4,4,3
2420,1,2,3
2421,2,4,4
2422,3,4,4
2423,2,2,3
2424,3,4,2
2425,2,4,3
2426,3,4,3
2427,3,4,3
2428,1,4,4
2429,4,4,3
2430,3,3,3
2431,4,3,3
2432,4,3,3
2433,3,4,2
2434,3,3,2
2435,4,3,3
2436,3,3,1
2437,4,3,4
2438,4,2,3
2439,1,3,2
2440,2,3,4
2441,3,2,3
2442,2,1,3
2443,2,1,4
2444,3,2,3
2445,4,3,3
2446,2,4,2
2447,3,2,1
2448,3,4,2
2449,2,1,3
2450,1,2,3
2451,3,2,1
2452,4,4,2
2453,4,4,3
2454,4,3,1
2455,2,2,2
2456,3,3,4
2457,4,1,3
2458,1,4,3
2459,3,4,2
2460,1,3,3
2461,3,4,2
2462,2,2,3
2463,4,3,4
2464,3,1,3
2465,4,4,3
2466,4,2,2
2467,4,4,4
2468,1,1,2
2469,3,2,2
2470,1,3,3
2471,4,1,3
2472,3,3,3
2473,2,2,3
2474,2,4,3
2475,3,3,3
2476,2,2,2
2477,3,NA,3
2478,4,2,2
2479,3,1,NA
2480,4,3,3
2481,1,3,2
2482,2,4,3
2483,4,4,3
2484,2,2,3
2485,4,3,3
2486,3,1,3
2487,1,4,3
2488,1,3,3
2489,2,2,3
2490,3,4,3
2491,4,1,3
2492,3,2,2
2493,3,2,2
2494,3,4,3
2495,4,1,3
2496,3,4,4
2497,3,3,3
2498,2,2,3
2499,3,1,2
2500,2,1,2
2501,2,4,3
2502,1,2,3
2503,4,1,2
2504,4,1,1
2505,3,4,3
2506,1,3,2
2507,2,2,1
2508,3,3,4
2509,1,3,3
2510,4,2,3
2511,4,2,4
2512,3,4,3
2513,2,3,3
2514,2,2,2
2515,2,3,4
2516,3,2,3
2517,2,1,3
2518,4,4,2
2519,1,1,3
2520,3,1,3
2521,2,4,2
2522,3,4,3
2523,1,3,3
2524,2,3,1
2525,4,1,3
2526,1,1,3
2527,3,3,4
2528,4,2,3
2529,1,4,3
2530,4,4,2
2531,4,4,4
2532,4,4,4
2533,3,3,2
2534,2,3,3
2535,4,4,2
2536,3,4,3
2537,4,3,3
2538,4,3,3
2539,3,2,2
2540,1,1,3
2541,2,3,3
2542,4,2,3
2543,1,3,3
2544,4,2,3
2545,4,4,2
2546,3,2,3
2547,4,1,2
2548,4,4,3
2549,2,4,4
2550,2,2,3
2551,2,4,2
2552,4,2,3
2553,2,3,3
2554,2,3,3
2555,3,4,3
2556,4,1,3
2557,4,1,3
2558,4,2,3
2559,2,4,2
2560,2,4,2
2561,1,1,3
2562,2,3,2
2563,1,3,2
2564,4,4,3
2565,2,1,3
2566,4,1,3
2567,1,4,3
2568,3,2,1
2569,NA,2,3
2570,3,1,4
2571,3,4,3
2572,4,4,2
2573,1,3,2
2574,3,4,3
2575,2,3,3
2576,2,3,2
2577,3,4,3
2578,3,1,3
2579,1,3,3
2580,2,2,2
2581,3,4,3
2582,4,3,3
2583,3,2,4
2584,4,1,NA
2585,1,1,3
2586,4,2,3
2587,4,4,2
2588,1,3,3
2589,2,4,4
2590,2,4,3
2591,2,4,3
2592,1,2,3
2593,2,1,1
2594,3,3,2
2595,3,1,4
2596,1,2,3
2597,1,4,2
2598,4,3,2
2599,3,1,2
2600,1,1,2
2601,3,4,3
2602,4,1,3
2603,3,4,2
2604,1,1,2
2605,3,4,3
2606,4,4,3
2607,4,4,3
2608,1,4,3
2609,1,1,2
2610,1,3,2
2611,4,3,3
2612,1,3,3
2613,4,2,3
2614,3,2,3
2615,4,4,3
2616,2,1,3
2617,4,3,3
2618,3,3,4
2619,3,1,3
2620,2,3,2
2621,4,4,4
2622,4,3,4
2623,2,2,3
2624,3,2,3
2625,4,2,2
2626,4,3,2
2627,1,3,3
2628,2,3,2
2629,4,2,3
2630,1,3,3
2631,1,3,3
2632,4,1,2
2633,4,4,3
2634,3,2,1
2635,4,3,3
2636,4,3,4
2637,2,3,3
2638,2,4,3
2639,3,2,3
2640,1,4,2
2641,2,2,3
2642,1,4,3
2643,2,3,3
2644,3,4,3
2645,3,4,3
2646,1,3,2
2647,1,4,2
2648,2,4,3
2649,3,1,3
2650,4,4,2
2651,4,1,2
2652,1,4,3
2653,4,2,3
2654,3,3,2
2655,1,4,4
2656,1,3,2
2657,4,3,1
2658,1,2,3
2659,4,3,3
2660,4,4,2
2661,3,2,3
2662,4,1,3
2663,3,4,3
2664,1,4,3
2665,2,3,3
2666,2,4,2
2667,4,3,3
2668,3,3,3
2669,3,3,4
2670,3,3,3
2671,3,4,3
2672,4,2,3
2673,4,1,1
2674,4,1,3
2675,2,4,2
2676,2,1,3
2677,4,3,3
2678,3,4,3
2679,4,1,3
2680,2,2,3
2681,4,2,2
2682,2,3,4
2683,2,4,1
2684,3,2,3
2685,4,3,3
2686,4,3,3
2687,1,2,3
2688,4,4,2
2689,3,1,2
2690,4,3,3
2691,4,3,3
2692,3,3,2
2693,1,2,3
2694,4,3,3
2695,1,3,2
2696,2,4,3
2697,3,3,3
2698,2,1,3
2699,1,2,2
2700,4,4,2
2701,1,4,3
2702,4,4,3
2703,1,3,2
2704,3,1,3
2705,1,2,3
2706,3,4,3
2707,2,1,3
2708,3,NA,2
2709,2,1,3
2710,3,2,NA
2711,1,4,3
2712,2,1,2
2713,3,4,3
2714,4,4,4
2715,4,3,3
2716,4,4,4
2717,2,4,2
2718,4,3,2
2719,1,3,3
2720,4,4,3
2721,2,1,4
2722,3,1,3
2723,3,4,3
2724,4,1,3
2725,1,3,2
2726,4,3,3
2727,3,4,3
2728,2,3,3
2729,2,3,3
2730,2,2,3
2731,1,4,3
2732,4,4,3
2733,1,3,3
2734,3,3,2
2735,2,1,2
2736,3,1,3
2737,NA,4,2
2738,1,4,3
2739,2,1,2
2740,3,1,3
2741,4,4,2
2742,1,3,4
2743,1,4,3
2744,4,4,3
2745,2,3,2
2746,1,1,2
2747,3,3,3
2748,4,3,3
2749,2,2,3
2750,2,1,3
2751,2,1,2
2752,4,3,2
2753,1,3,2
2754,3,2,3
2755,3,2,3
2756,2,2,3
2757,2,4,3
2758,3,4,3
2759,3,1,3
2760,4,1,4
2761,1,3,4
2762,2,2,3
2763,4,4,2
2764,2,3,3
2765,1,4,3
2766,2,4,3
2767,1,2,3
2768,4,4,2
2769,3,1,3
2770,4,4,3
2771,3,4,3
2772,3,4,3
2773,3,2,2
2774,3,4,1
2775,3,2,2
2776,3,1,2
2777,2,3,3
2778,1,3,1
2779,1,3,2
2780,2,3,4
2781,4,3,2
2782,2,2,4
2783,3,1,3
2784,4,1,3
2785,4,4,3
2786,1,3,3
2787,3,4,4
2788,3,4,3
2789,1,2,2
2790,3,3,3
2791,4,4,3
2792,2,4,3
2793,1,1,2
2794,1,3,3
2795,4,4,3
2796,2,3,3
2797,3,2,3
2798,3,4,3
2799,3,1,3
2800,2,4,3
2801,1,4,3
2802,3,4,4
2803,1,3,2
2804,3,2,4
2805,2,2,3
2806,1,3,3
2807,2,3,2
2808,3,2,2
2809,4,4,2
2810,4,3,2
2811,3,4,3
2812,3,1,2
2813,2,3,3
2814,3,4,3
2815,2,3,3
2816,3,3,3
2817,3,3,3
2818,2,2,3
2819,1,4,3
2820,4,3,4
2821,1,3,3
2822,3,4,1
2823,1,1,4
2824,3,4,2
2825,4,3,3
2826,1,3,2
2827,4,4,4
2828,4,1,3
2829,2,4,3
2830,4,1,2
2831,3,1,3
2832,2,2,3
2833,2,2,3
2834,3,2,3
2835,2,3,1
2836,2,2,1
2837,2,4,3
2838,4,3,3
2839,2,3,3
2840,2,2,2
2841,3,4,2
2842,3,3,3
2843,3,4,3
2844,4,2,1
2845,3,4,1
2846,3,4,1
2847,3,3,2
2848,3,2,3
2849,1,3,3
2850,2,4,3
2851,1,4,4
2852,3,3,3
2853,3,2,2
2854,3,1,4
2855,4,2,2
2856,3,1,3
2857,3,1,4
2858,3,1,3
2859,3,4,4
2860,2,4,2
2861,2,1,3
2862,3,4,3
2863,3,4,3
2864,4,2,3
2865,2,2,2
2866,3,3,2
2867,4,1,3
2868,4,2,3
2869,4,3,3
2870,3,2,3
2871,4,3,2
2872,4,2,3
2873,3,3,3
2874,4,2,2
2875,2,3,3
2876,4,NA,4
2877,1,4,3
2878,2,1,2
2879,2,2,3
2880,3,3,3
2881,4,3,3
2882,4,4,1
2883,3,1,3
2884,4,4,3
2885,4,3,4
2886,3,4,4
2887,2,1,3
2888,2,4,2
2889,4,2,2
2890,2,4,3
2891,4,4,1
2892,4,1,3
2893,4,4,2
2894,3,3,3
2895,4,3,3
2896,2,2,1
2897,4,1,3
2898,4,4,3
2899,3,1,NA
2900,3,3,2
2901,4,4,3
2902,4,1,3
2903,4,2,4
2904,3,2,3
2905,2,4,3
2906,1,3,2
2907,3,3,3
2908,3,4,3
2909,1,4,3
2910,2,4,3
2911,3,3,4
2912,3,4,2
2913,3,4,2
2914,3,4,3
2915,2,3,2
2916,4,4,2
2917,3,4,1
2918,4,4,3
2919,1,1,4
2920,1,3,4
2921,3,2,3
2922,4,3,1
2923,3,3,3
2924,3,4,3
2925,3,1,2
2926,NA,4,3
2927,3,4,3
2928,2,3,3
2929,3,4,2
2930,4,1,3
2931,3,1,2
2932,1,3,3
2933,1,3,3
2934,3,3,3
2935,3,4,3
2936,4,1,3
2937,4,4,3
2938,1,3,3
2939,4,1,3
2940,1,3,3
2941,3,4,2
2942,3,2,4
2943,2,2,1
2944,4,4,3
2945,4,1,3
2946,3,2,2
2947,1,3,1
2948,1,2,3
2949,2,4,3
2950,2,1,3
2951,3,4,3
2952,4,4,3
2953,4,1,3
2954,1,2,2
2955,4,4,2
2956,3,4,4
2957,4,3,4
2958,1,4,3
2959,2,2,2
2960,1,1,3
2961,3,2,1
2962,1,2,2
2963,3,3,2
2964,2,3,3
2965,2,4,2
2966,2,4,3
2967,1,1,3
2968,4,4,3
